grade_num,stage,domain,theme,kp_code,kp_name,content_requirement,academic_requirement,teaching_hint,depth_level,core_competency,source_ref
8,初中,阅读与鉴赏,新闻传记阅读,CHN-G8-REA-002,阅读新闻和传记类文本,阅读新闻、通讯、人物传记、访谈等实用性文本，理解事实、观点、材料选择和表达方式。,能概括主要事实，分析材料如何表现人物或事件，并初步判断信息的客观性和价值。,可结合现实新闻、人物专题和媒体素养教育开展。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,说明与科普阅读,CHN-G8-REA-003,分析说明文结构和方法,阅读说明文、科普作品和科技类资料，理解说明对象、说明顺序、说明方法和语言准确性。,能分析说明结构和说明方法的作用，提取并整合科学或生活信息。,与科学、信息科技、地理等内容结合，训练准确解释和表达。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,论述性文本起步,CHN-G8-REA-004,识别观点材料和论证思路,阅读短小论述性文本，学习识别观点、材料、论证方法和论证思路。,能说出作者主要观点和支持材料，初步评价材料与观点是否匹配。,选取适龄议题文本，重视事实、观点和价值判断的区分。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,古诗文比较阅读,CHN-G8-REA-005,比较阅读古诗文,阅读不同题材和风格的古诗文，借助注释、资料和诵读理解内容、情感、写法与文化背景。,能比较同类主题或同一作者作品的语言、情感和表达特点，积累名句和文化常识。,重视诵读积累和审美体验，适度开展专题比较。,3,文化自信;审美创造;语言运用,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,多文本与非连续性文本,CHN-G8-REA-006,整合多文本和非连续性信息,围绕同一主题阅读多篇文章、图表、网页、数据资料和图片资料，比较信息来源、观点和表达方式。,能整合多源信息形成较完整认识，并说明信息之间的一致、差异或矛盾。,用项目任务驱动多文本阅读，如文化调查、科学议题、社会热点。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,整本书阅读,名著专题研读,CHN-G9-BOK-001,开展名著专题研读和评价,阅读中外文学名著、纪实作品或科普作品，围绕主题、人物、结构、语言、时代背景和价值意义开展专题研读。,能写出读书报告或专题发言，结合文本证据评价作品价值和个人阅读收获。,鼓励比较阅读、专题讨论和成果展示，避免只记故事梗概。,3,语言运用;审美创造;文化自信,义务教育语文课程标准(2022年版)·第四学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,文化传承与理解,文化理解与价值判断,CHN-G9-CUL-001,综合理解中华文化和时代精神,通过古诗文、传统文化、革命文化、社会主义先进文化和优秀中外作品阅读，理解文化传承与时代发展的关系。,能结合文本和现实说明文化价值，形成较清晰的文化认同和开放理解。,联系历史、道德与法治、艺术和社会生活，开展比较和讨论。,3,文化自信;语言运用;审美创造,义务教育语文课程标准(2022年版)·第四学段·文化传承与理解;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,梳理与探究,初中语文知识方法系统梳理,CHN-G9-ORG-001,系统梳理初中语文知识和方法,围绕语言积累、阅读策略、文体知识、表达方法、文化常识、名著阅读和综合性学习进行系统整理。,能建立较完整的语文学习框架，说明知识方法之间的联系，并用于综合解决问题。,可用思维导图、学习手册、专题复盘等方式进行阶段总结。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,梳理与探究,研究性学习成果,CHN-G9-ORG-002,完成语文研究性学习成果,围绕文学作品、语言现象、文化主题或社会议题进行资料搜集、分析、论证和成果表达。,能形成小论文、研究报告、专题展示或演讲稿，做到问题明确、资料可靠、观点有据。,强调证据意识、资料引用、合作分工和成果表达质量。,3,思维能力;语言运用;文化自信,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,思辨表达与公共讨论,CHN-G9-EXP-001,理性表达观点并参与公共讨论,围绕文学、文化、社会生活和学习议题进行演讲、辩论、讨论和评议，学习有依据、有逻辑、有分寸地表达。,能提出明确观点，运用事实、文本和逻辑支撑观点，并尊重不同立场。,设计适龄公共议题，强调理性、证据和表达礼仪。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,议论性写作,CHN-G9-EXP-002,写观点明确论证合理的议论文章,学习围绕议题提出观点，选择事实、道理、文本材料或生活经验进行论证，安排合理结构。,能写观点明确、材料较充分、论证较有条理的议论性文章。,从真实问题和阅读材料出发训练论证，不追求成人化空泛议论。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,综合写作能力,CHN-G9-EXP-003,完成多文体综合写作,根据表达目的完成记叙、描写、抒情、说明、议论和应用写作，能根据受众和场合调整表达方式。,能写中心明确、结构完整、语言较准确、有一定感染力或说服力的文章。,通过主题写作、任务写作和过程化修改综合提升表达能力。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,修改润色与发表,CHN-G9-EXP-004,根据评价标准修改润色作品,学习从立意、材料、结构、语言风格、文体规范和读者效果等角度修改润色文章。,能依据评价标准进行多轮修改，说明修改意图，并形成可展示或发表的成熟作品。,建立写作档案，关注修改证据和表达成长。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,识字与写字,语言积累综合运用,CHN-G9-HZW-001,综合运用语言积累解决问题,综合运用字词句篇、成语典故、修辞、语法、标点和语言得体等积累，解决阅读理解和表达中的实际问题。,能准确理解复杂语境中的词句含义，规范、得体、有表现力地进行表达。,在综合阅读和写作修改中整合语言知识，不做碎片化刷题。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,识字与写字,文言阅读综合迁移,CHN-G9-HZW-002,迁移文言积累理解新文本,综合运用课内外文言实词、虚词、句式、文化常识和诵读经验理解浅易文言材料。,能较准确理解课外浅易文言文本，解释关键字词句，概括内容并体会文化内涵。,强调以课内积累带动课外迁移，兼顾文意、语言和文化。,3,语言运用;文化自信;思维能力,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,跨学科学习,综合项目与社会表达,CHN-G9-PRA-001,完成面向真实受众的综合项目,围绕文化、科技、社会、校园或社区问题，综合运用语文和跨学科知识开展调查、阅读、写作、演讲和成果发布。,能展示研究过程、资料来源、核心观点、语言成果和反思改进，体现语文综合运用能力。,可结合毕业展示、社区调研、文化传播、科技人文议题开展项目。,3,语言运用;思维能力;文化自信,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,跨学科学习,数字媒介综合表达,CHN-G9-PRA-002,完成数字媒介语文表达作品,围绕文化、科技、社会、校园或社区议题，综合运用资料检索、文本阅读、脚本写作、图文编辑、音视频表达、演讲展示等方式完成数字媒介语文表达作品。,能面向真实受众制作或发布图文展示、演示文稿、短视频脚本、播客文稿、网页展示或主题展板等语文成果，做到观点清楚、资料有据、表达得体，并能标注资料来源。,可结合毕业展示、校园文化传播、社区调研、科技人文议题等任务开展，强调资料可靠、语言准确、媒介形式服务表达目的。,3,语言运用;思维能力;文化自信;审美创造,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,综合把握文学作品,CHN-G9-REA-001,综合赏析文学作品,阅读小说、散文、诗歌、戏剧等文学作品，综合分析形象、情节、结构、语言、主题和审美价值。,能从多角度赏析文学作品，结合文本证据形成较完整的阅读评价。,通过整合细读、比较阅读和专题讨论提升文学鉴赏深度。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,论述性文本阅读,CHN-G9-REA-002,评价论述性文本观点和论证,阅读议论文、评论、演讲词和短小论著，分析观点、论据、论证方法和论证结构。,能判断观点是否明确、材料是否充分、论证是否合理，并提出自己的评价。,训练事实、观点、推理和价值判断的区分，培养思辨能力。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,实用文本评价,CHN-G9-REA-003,评价实用文本信息质量,阅读新闻报道、调查报告、说明资料、图表、网页和公共传播文本，关注来源、立场、证据和表达目的。,能判断信息的可靠性、相关性和充分性，并根据任务整合信息作出说明或建议。,可结合媒体素养和真实社会议题开展资料评价。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,古诗文专题阅读,CHN-G9-REA-004,开展古诗文专题比较阅读,围绕主题、作者、体裁、意象或文化内涵比较阅读古诗文，理解语言、情感和思想价值。,能结合注释和资料解释文意，比较作品异同，表达对传统文化的理解。,通过主题群文、诵读展示和文化探究深化理解。,3,文化自信;审美创造;语言运用,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,多文本综合阅读,CHN-G9-REA-005,完成多文本综合阅读与判断,围绕复杂问题阅读文学、实用、论述和非连续性文本，比较观点、材料、结构和表达效果。,能综合多篇文本形成判断，说明依据、差异和自己的立场。,用真实议题组织阅读，如文化传承、科技生活、社会责任等。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,阅读反思与评价,CHN-G9-REA-006,反思阅读策略和阅读收获,反思三年阅读经验，比较不同阅读策略的适用情境，总结自己的阅读兴趣、方法和成长。,能根据文本类型和阅读目的选择策略，形成较稳定的自主阅读能力。,可结合阅读档案、读书报告和阶段总结开展。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
10,高中,实用性阅读与交流,实用文本阅读,CHN-G10-PRC-001,阅读新闻报告说明书演讲稿等实用文本,阅读新闻、调查报告、访谈、演讲稿、说明书、公告、应用文、图表和网络资料等实用文本。,能根据目的提取关键信息，理解文本结构、表达目的和受众定位。,选择真实生活、学习和社会场景中的实用文本，提升任务型阅读能力。,2,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,信息整合评价,CHN-G10-PRC-002,获取整合并评价实用信息,根据任务需要从多种实用文本中获取、筛选、比较和整合信息，关注来源、可靠性、时效性和适用性。,能形成信息摘要、资料卡片、说明提纲或建议方案，并说明信息选择依据。,结合调查、项目学习和跨学科任务训练信息判断。,3,语言运用;思维能力;信息意识,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,应用写作,CHN-G10-PRC-003,完成应用写作和事务表达,根据真实交际任务写通知、倡议书、申请书、调查报告、访谈提纲、活动方案、新闻稿、演讲稿等实用文本。,能根据对象、目的和场合选择恰当格式与语言，做到信息准确、结构清楚、表达得体。,应用写作应服务真实任务，不只训练格式背诵。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,交流展示,CHN-G10-PRC-004,开展实用交流和展示评价,在访谈、汇报、主持、讲解、协商、展示和评议等活动中进行实用交流。,能根据受众和场合组织内容，清楚表达信息和建议，并评价交流效果。,可结合研究性学习、社团活动、校园服务、社会调查等任务开展。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化观察,CHN-G10-CCP-001,观察和描述当代文化现象,关注校园、社区、网络、媒体、公共生活中的当代文化现象，学习用语文方式记录、描述和初步解释。,能选择一个当代文化现象进行观察，记录典型材料，说明其表现、受众和传播方式。,选题宜贴近学生真实生活，如校园文化、网络语言、阅读风尚、公共标识、传统节日新表达等。,2,语言运用;文化自信;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化调查,CHN-G10-CCP-002,开展文化调查与资料整理,围绕当代文化议题开展访谈、问卷、资料检索、文本收集和现象分析，整理可靠资料。,能说明调查问题、资料来源、整理方法和主要发现，形成调查记录或简要报告。,强调资料真实性、来源标注和尊重受访者，不把文化参与做成空泛议论。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化评价,CHN-G10-CCP-003,评价文化现象并进行公共表达,对当代文化现象进行分析评价，关注文化传承、价值取向、审美趣味、媒介传播和社会影响。,能形成观点清晰、材料有据、表达得体的评论、倡议、演讲或展示文本。,引导学生兼顾文化认同、开放理解和理性判断，避免简单贴标签。,3,语言运用;思维能力;文化自信;审美创造,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,论述文本阅读,CHN-G10-ARG-001,阅读论述类文本观点和论证,阅读评论、演讲词、议论文、思想文化短文和短小论著，学习把握观点、论据、论证结构和语言策略。,能概括作者观点，梳理论证思路，判断材料与观点之间的关系。,从适龄议题和经典短论入手，训练基于文本的思辨阅读。,3,思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,事实观点推理,CHN-G10-ARG-002,区分事实观点材料和推理,学习区分事实、观点、态度、价值判断和推理过程，辨析论证中的概念、前提、证据和逻辑关系。,能发现论述中的论据不足、偷换概念、因果不当、以偏概全等问题，并作出理性评价。,选用真实语料进行分析，避免抽象逻辑术语堆砌。,3,思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,讨论演讲,CHN-G10-ARG-003,进行思辨讨论和演讲,围绕文学、文化、社会、科技和生活议题进行讨论、辩论、演讲和评议，学习提出问题、表达立场、回应质疑。,能清楚表达观点，运用事实、文本和逻辑支撑观点，尊重不同立场并有效回应。,设置真实而适龄的议题，强调证据、逻辑和表达礼仪。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,议论写作,CHN-G10-ARG-004,写观点明确论证合理的议论文本,围绕明确议题提出观点，选择事实、文本、数据和生活经验作为材料，安排论证结构，完成议论性表达。,能写观点明确、材料较充分、结构较清楚、论证较合理的议论文章或评论。,指导学生经历立论、选材、提纲、初稿、修改和发表过程。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,阅读规划,CHN-G10-BOK-001,制订整本书阅读与研讨方案,围绕经典作品、学术著作或专题读物，明确阅读目的、阅读进度、研讨问题和成果形式，开展持续性整本书阅读。,能根据作品类型和学习任务制订可执行阅读计划，持续记录阅读过程，形成整体理解和问题意识。,引导学生建立阅读档案，关注阅读过程、问题生成和同伴研讨，不以章节碎片测试代替整本书阅读。,3,语言运用;思维能力;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,深度研读,CHN-G10-BOK-002,运用批注摘录和问题链研读整本书,在整本书阅读中综合运用批注、摘录、札记、人物关系图、结构图、问题链、比较阅读等方法。,能围绕核心问题梳理作品结构、人物、思想、语言和文化价值，提出有文本依据的理解。,结合导读课、推进课、研讨课和成果展示课，帮助学生从泛读走向专题研读。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,研讨表达,CHN-G10-BOK-003,开展整本书专题研讨与成果表达,围绕整本书的主题、人物、结构、语言、时代背景或现实意义开展专题研讨，形成读书报告、专题发言、书评或展示成果。,能结合文本证据表达独立见解，回应同伴观点，形成较完整的阅读评价和表达成果。,评价应关注文本依据、问题深度、表达逻辑和研讨质量。,3,语言运用;思维能力;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学作品阅读,CHN-G10-LWW-001,阅读鉴赏诗歌散文小说戏剧,阅读诗歌、散文、小说、戏剧等文学作品，关注形象、情节、结构、语言、意象、主题和审美风格。,能结合文本细节进行文学鉴赏，表达审美体验和对作品价值的理解。,采用细读、朗读、比较阅读和情境讨论等方式深化文学体验。,3,语言运用;审美创造;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学表达分析,CHN-G10-LWW-002,分析文学形象情感结构和语言,在文学阅读中分析人物形象、抒情主体、叙述方式、情节结构、意象系统和语言风格。,能从多个角度说明作品怎样表达情感、塑造形象和形成艺术效果。,鼓励学生用文本证据支持观点，避免套用空泛鉴赏术语。,3,语言运用;审美创造;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学写作,CHN-G10-LWW-003,进行文学写作与创意表达,学习借鉴优秀文学作品的表达方式，进行诗歌、散文、小说片段、戏剧片段或文学评论等创意写作。,能完成有明确主题、情感真切、语言较有表现力的文学表达作品。,重视阅读对写作的支撑，引导学生从模仿、改写、续写走向原创表达。,3,语言运用;审美创造,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,作品修改评价,CHN-G10-LWW-004,评价修改文学表达作品,围绕立意、形象、结构、语言和审美效果评价文学表达作品，并进行修改润色。,能根据同伴和教师反馈修改作品，说明修改意图，提升文学表达效果。,可组织作品朗读会、同伴互评、创作札记和作品集展示。,3,语言运用;审美创造;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言材料积累,CHN-G10-LST-001,积累经典语言材料和表达资源,积累古今中外优秀作品中的典型词句、语段、成语典故、修辞样例和思想文化材料，形成个人语言资源库。,能在阅读、写作和口语表达中调用积累材料，使表达准确、丰富、有文化内涵。,引导学生建立主题化积累，不把积累停留在机械摘抄。,2,语言运用;文化自信;审美创造,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言规律梳理,CHN-G10-LST-002,梳理汉语语法修辞和逻辑关系,结合阅读和表达实践梳理词语、句式、语段、修辞、逻辑关系、语体风格和语言得体等语言现象。,能分析典型语言现象的表达作用，并在自己的表达中进行有意识调整。,不做脱离语境的系统语法灌输，重在解决阅读和表达问题。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言专题探究,CHN-G10-LST-003,探究语言文字运用规律,围绕网络语言、校园语言、公共标识、广告语言、文言今用、方言与普通话等现象开展语言专题探究。,能提出问题，搜集语言材料，分析规律和表达效果，形成简要探究报告。,选题应小而真实，注重材料证据和规范表达。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,规范得体表达,CHN-G10-LST-004,提升准确规范得体表达能力,在不同语境中学习准确、简明、连贯、得体、有逻辑地表达，注意语体、对象、场合和目的。,能根据交际任务调整语言风格，修改表达中的歧义、啰嗦、失当和逻辑不清问题。,与演讲、讨论、写作修改、应用文写作等任务结合评价。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,媒介文本识别,CHN-G10-MCR-001,识别多媒介文本特征,阅读文字、图像、音频、视频、网页、社交媒体和数据图表等多种媒介文本，认识其表达方式和传播特点。,能辨识不同媒介文本的语言、结构、视听和交互特征，说明媒介形式对意义表达的影响。,选择同一主题的不同媒介材料开展比较阅读，培养媒介意识。,2,语言运用;思维能力;数字化学习与创新,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,媒介表达比较,CHN-G10-MCR-002,比较不同媒介表达效果,围绕同一主题比较新闻报道、评论、短视频、海报、演讲、图表等媒介表达的内容选择、立场、效果和受众差异。,能分析媒介材料的表达策略、信息可靠性和传播效果，形成有依据的判断。,结合真实传播案例训练学生识别事实、观点、情绪和立场。,3,语言运用;思维能力;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,跨媒介创作,CHN-G10-MCR-003,创作跨媒介语文表达作品,根据表达目的和受众需要，综合运用文字、图片、音频、视频、图表或网页等形式创作跨媒介作品。,能完成主题明确、资料可靠、媒介形式恰当的跨媒介表达成果，并说明媒介选择理由。,项目可为主题海报、短视频脚本、播客文稿、网页专题、演示报告等，强调语言质量与版权规范。,3,语言运用;数字化学习与创新;审美创造;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,经典文本精读,CHN-G11-CTC-001,精读中华传统文化经典文本,阅读先秦诸子、史传文学、古代诗文、传统文化论著等经典文本，借助注释、工具书和背景资料理解文意。,能准确把握文本基本内容、关键概念和文化语境，积累重要文言词句和名篇名句。,重视诵读、注释使用和背景理解，避免只做字词翻译。,3,文化自信;语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,思想文化阐释,CHN-G11-CTC-002,阐释经典中的思想价值,围绕仁爱、民本、诚信、家国、修身、自然观、审美观等主题理解传统经典思想。,能结合文本和现实说明传统文化经典的思想价值、历史局限和当代意义。,引导学生进行历史理解和现实转化，避免简单贴标签。,3,文化自信;思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,古诗文比较研习,CHN-G11-CTC-003,比较研习古代诗文和文化主题,围绕主题、体裁、作者、时代或文化意象比较研习古代诗文和传统文化材料。,能比较不同文本的语言、思想、情感和艺术特色，形成较深入的文化理解。,可围绕山水、家国、理想人格、历史兴亡等主题开展群文研习。,3,文化自信;审美创造;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,传统文化表达转化,CHN-G11-CTC-004,进行传统文化表达与转化,基于经典研习成果，开展讲解、评论、演讲、文化短文、展陈文案或跨媒介传播。,能准确表达传统文化内涵，并结合当代语境进行创造性转化和创新性表达。,强调尊重经典、准确阐释和面向当代受众的表达能力。,3,文化自信;语言运用;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,现当代文学作品研读,CHN-G11-MOD-001,研读中国现当代作家代表作品,阅读中国现当代诗歌、散文、小说、戏剧、报告文学等代表作品，关注时代语境、文学风格和精神追求。,能把握作品内容、形象、主题和语言特色，理解作品与现代中国社会生活的关系。,选取经典与当代优秀作品结合，帮助学生建立文学史初步意识。,3,语言运用;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,作家专题研习,CHN-G11-MOD-002,开展作家专题阅读和研究,围绕一位或一组中国现当代作家，阅读作品、作者资料、评论材料和时代背景资料。,能归纳作家创作特点、思想情感和艺术风格，形成专题阅读成果。,鼓励将作品细读与背景资料结合，但不以资料堆砌替代文本分析。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,文学评论写作,CHN-G11-MOD-003,撰写现当代文学短评,基于文本细读和专题研习，学习撰写文学短评、阅读札记、比较评论或研究性小论文。,能提出明确评论观点，引用文本证据，分析语言、形象、结构或主题，表达个人理解。,引导学生在审美体验基础上形成有依据的评论表达。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,当代文学生活参与,CHN-G11-MOD-004,关注当代文学生活并表达评价,关注当代文学创作、阅读传播、影视改编、网络文学和公共文学活动，理解文学与现实生活的关系。,能对一个当代文学现象或作品传播案例进行观察、分析和评价。,可结合读书会、文学社、作家访谈、影视改编比较等活动。,3,语言运用;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
